weight_dvdl,dvdl,Run,Lambda
32.20736112,317.064,1,4
31.905312990000002,314.0905,1,4
32.048296998000005,315.4981,1,4
31.38278547,308.9465,1,4
36.875591916,363.0202,1,4
36.62228187,360.5265,1,4
31.886642586,313.9067,1,4
31.45592307,309.6665,1,4
30.658266120000004,301.814,1,4
34.469202348,339.3306,1,4
32.651590776000006,321.4372,1,4
33.350918286,328.3217,1,4
33.15540726,326.397,1,4
33.410251164,328.9058,1,4
32.46958989,319.6455,1,4
31.785275904,312.9088,1,4
29.763864378,293.0091,1,4
33.438033294,329.1793,1,4
32.871877164,323.6058,1,4
32.246225628,317.4466,1,4
28.530805074,280.8703,1,4
32.243604864,317.4208,1,4
31.624251288,311.3236,1,4
32.978231424,324.6528,1,4
30.593874558,301.1801,1,4
35.055217368,345.0996,1,4
32.598830124,320.9178,1,4
31.323930018000002,308.3671,1,4
30.507531558000004,300.3301,1,4
34.583683008,340.4576,1,4
33.065986386000006,325.5167,1,4
34.606274400000004,340.68,1,4
33.310062810000005,327.9195,1,4
35.247863838,346.9961,1,4
32.8006899,322.905,1,4
32.244468294,317.4293,1,4
35.199968868000006,346.5246,1,4
33.233085486,327.1617,1,4
35.232474468,346.8446,1,4
32.367258198,318.6381,1,4
34.714965,341.75,1,4
35.076772644,345.3118,1,4
31.771278180000003,312.771,1,4
30.863985936000002,303.8392,1,4
35.720393682,351.6479,1,4
32.535809891999996,320.2974,1,4
33.94590282,334.179,1,4
31.710523182000003,312.1729,1,4
30.794291898,303.1531,1,4
32.892457272,323.8084,1,4
32.264286552,317.6244,1,4
30.778983792000002,303.0024,1,4
31.092723780000004,306.091,1,4
35.932137192,353.7324,1,4
32.47957520400001,319.7438,1,4
32.156256222,316.5609,1,4
31.699207170000005,312.0615,1,4
33.465358314,329.4483,1,4
34.054695,335.25,1,4
32.752815246,322.4337,1,4
35.447631066,348.9627,1,4
36.440514618,358.7371,1,4
31.682608998000003,311.8981,1,4
33.21904713,327.0235,1,4
32.948194218000005,324.3571,1,4
35.53969302,349.869,1,4
35.910439704,353.5188,1,4
32.45196576,319.472,1,4
34.473519498,339.3731,1,4
33.05778888,325.436,1,4
32.772562398000005,322.6281,1,4
32.764344576,322.5472,1,4
31.139166156,306.5482,1,4
35.080896792,345.3524,1,4
34.663270938000004,341.2411,1,4
31.485107004,309.9538,1,4
36.078971082,355.1779,1,4
33.933764010000004,334.0595,1,4
32.998232526,324.8497,1,4
33.029641062,325.1589,1,4
34.499838876000005,339.6322,1,4
34.52846412,339.914,1,4
33.359796378000006,328.4091,1,4
31.241843220000003,307.559,1,4
33.007974048,324.9456,1,4
32.966529408,324.5376,1,4
31.769774796,312.7562,1,4
33.376983714000005,328.5783,1,4
33.083366724,325.6878,1,4
33.11193102,325.969,1,4
31.619131655999997,311.2732,1,4
36.801966732,362.2954,1,4
32.69789094,321.893,1,4
31.396681614000002,309.0833,1,4
32.987911998,324.7481,1,4
32.350395918000004,318.4721,1,4
33.221261574,327.0453,1,4
30.881224061999998,304.0089,1,4
31.383537162,308.9539,1,4
32.930448192,324.1824,1,4
35.18822622,346.409,1,4
28.593754200000003,281.49,1,4
36.72655374,361.553,1,4
31.160802695999998,306.7612,1,4
31.922368272,314.2584,1,4
31.632834798,311.4081,1,4
31.710614604000003,312.1738,1,4
26.512593318,261.0021,1,4
30.016463364,295.4958,1,4
31.015980090000003,305.3355,1,4
30.987375162,305.0539,1,4
30.824288472,303.4484,1,4
28.991368794,285.4043,1,4
31.47502011,309.8545,1,4
33.970475022,334.4209,1,4
32.242324956000004,317.4082,1,4
32.168841984000004,316.6848,1,4
31.949276814,314.5233,1,4
35.62182045,350.6775,1,4
33.427509606,329.0757,1,4
32.80089306,322.907,1,4
33.235025664,327.1808,1,4
32.555973522,320.4959,1,4
31.17012774,306.853,1,4
35.555163654,350.0213,1,4
29.54566038,290.861,1,4
30.202202394,297.3243,1,4
35.75961372,352.034,1,4
31.431147708,309.4226,1,4
33.028554156,325.1482,1,4
32.26556646,317.637,1,4
31.115030748000002,306.3106,1,4
30.871513014,303.9133,1,4
30.588440028,301.1266,1,4
28.924905000000003,284.75,1,4
31.952334372000003,314.5534,1,4
34.452573702,339.1669,1,4
32.094282264,315.9508,1,4
31.510928640000003,310.208,1,4
31.389063114000002,309.0083,1,4
31.719817752000004,312.2644,1,4
33.948675954,334.2063,1,4
35.143622442,345.9699,1,4
34.885954614,343.4333,1,4
31.792244292,312.9774,1,4
30.460042908,299.8626,1,4
32.866300422,323.5509,1,4
31.969846764,314.7258,1,4
32.131694178000004,316.3191,1,4
31.751835768000003,312.5796,1,4
31.983306114,314.8583,1,4
34.502947224,339.6628,1,4
32.921813892,324.0974,1,4
30.765067332000005,302.8654,1,4
29.357036478,289.0041,1,4
34.098740088,335.6836,1,4
31.574172348,310.8306,1,4
31.205792478,307.2041,1,4
32.950134396,324.3762,1,4
31.562470332,310.7154,1,4
33.385414854,328.6613,1,4
31.996765464,314.9908,1,4
30.47212077,299.9815,1,4
32.918644596,324.0662,1,4
32.247464904,317.4588,1,4
32.570651832,320.6404,1,4
30.552511182,300.7729,1,4
35.421271056,348.7032,1,4
30.790025538000002,303.1111,1,4
33.843825078,333.1741,1,4
32.059856802,315.6119,1,4
35.189181072000004,346.4184,1,4
31.761851556,312.6782,1,4
33.919593600000006,333.92,1,4
36.173887434,356.1123,1,4
34.36872957,338.3415,1,4
31.092104142,306.0849,1,4
36.473629698,359.0631,1,4
33.774415464,332.4908,1,4
32.328058476,318.2522,1,4
33.54110652,330.194,1,4
30.546152274000004,300.7103,1,4
31.810792800000005,313.16,1,4
32.17668396,316.762,1,4
32.493532296,319.8812,1,4
35.362557816,348.1252,1,4
30.859628154,303.7963,1,4
32.29400886,317.917,1,4
30.917589702,304.3669,1,4
33.434914788,329.1486,1,4
34.921538088,343.7836,1,4
34.443502608,339.0776,1,4
30.615714258000004,301.3951,1,4
31.706774880000005,312.136,1,4
32.71160424,322.028,1,4
33.264118176000004,327.4672,1,4
21.83600935,187.0322,1,5
17.069784000000002,146.208,1,5
20.39933055,174.7266,1,5
18.68656135,160.0562,1,5
20.45410965,175.1958,1,5
23.405654725,200.4767,1,5
20.795813550000002,178.1226,1,5
18.382649425,157.4531,1,5
25.569078925000003,219.0071,1,5
20.836781125,178.4735,1,5
17.39315815,148.9778,1,5
21.50495305,184.1966,1,5
24.8716261,213.0332,1,5
23.252408675,199.1641,1,5
23.0445353,197.3836,1,5
20.69279335,177.2402,1,5
18.425835250000002,157.823,1,5
23.9643385,205.262,1,5
21.775894775,186.5173,1,5
23.699397725000004,202.9927,1,5
24.383319225,208.8507,1,5
24.15074155,206.8586,1,5
21.5880557,184.9084,1,5
25.660774375,219.7925,1,5
17.259304275,147.8313,1,5
22.308695075000003,191.0809,1,5
19.937058925000002,170.7671,1,5
19.966561650000003,171.0198,1,5
22.1145048,189.4176,1,5
22.1393492,189.6304,1,5
22.365669075000003,191.5689,1,5
20.478930700000003,175.4084,1,5
25.016687975,214.2757,1,5
24.950327275000003,213.7073,1,5
23.377494625,200.2355,1,5
22.718440875,194.5905,1,5
23.174046075,198.4929,1,5
25.27224205,216.4646,1,5
23.754713875,203.4665,1,5
18.510408950000002,158.5474,1,5
18.113447275000002,155.1473,1,5
23.2337637,199.0044,1,5
18.068241675,154.7601,1,5
20.871175675,178.7681,1,5
23.021558900000002,197.1868,1,5
18.05134795,154.6154,1,5
19.7748348,169.3776,1,5
20.704363275000002,177.3393,1,5
24.86380385,212.9662,1,5
22.385061250000003,191.735,1,5
24.100714175000004,206.4301,1,5
22.518343050000002,192.8766,1,5
23.201073700000002,198.7244,1,5
21.362471350000003,182.9762,1,5
20.760496675000002,177.8201,1,5
21.263759225,182.1307,1,5
23.190461125000002,198.6335,1,5
25.31254415,216.8098,1,5
22.4297765,192.118,1,5
20.6506466,176.8792,1,5
17.8874076,153.2112,1,5
22.116769750000003,189.437,1,5
23.411141975,200.5237,1,5
19.7394362,169.0744,1,5
19.62565165,168.0998,1,5
25.955474725000002,222.3167,1,5
19.448004850000004,166.5782,1,5
18.78444455,160.8946,1,5
20.831760875,178.4305,1,5
20.72188745,177.4894,1,5
23.226280025,198.9403,1,5
21.19117575,181.509,1,5
21.700731125,185.8735,1,5
20.983500850000002,179.7302,1,5
23.658091575000004,202.6389,1,5
22.331286200000005,191.2744,1,5
20.13071215,172.4258,1,5
20.14747745,172.5694,1,5
22.438416000000004,192.192,1,5
22.885930425,196.0251,1,5
17.7934939,152.4068,1,5
26.540275475,227.3257,1,5
24.760375025000002,212.0803,1,5
22.030246325,188.6959,1,5
20.206214375000002,173.0725,1,5
23.136172375,198.1685,1,5
22.107231275,189.3553,1,5
22.260150425,190.6651,1,5
17.0985045,146.454,1,5
23.891147925000002,204.6351,1,5
24.0608207,206.0884,1,5
20.081922325,172.0079,1,5
18.207477725,155.9527,1,5
21.2108598,181.6776,1,5
25.216657375,215.9885,1,5
24.7735561,212.1932,1,5
21.561997100000003,184.6852,1,5
24.693068650000004,211.5038,1,5
20.9567184,179.5008,1,5
24.447963700000003,209.4044,1,5
