weight_dvdl,dvdl,Run,Lambda
-1.062569088,-45.0432,1,1
-0.990761128,-41.9992,1,1
-1.0151201619999999,-43.0318,1,1
-0.770305501,-32.6539,1,1
-0.684687955,-29.0245,1,1
-0.821231593,-34.8127,1,1
-0.896427077,-38.0003,1,1
-0.8598319099999999,-36.449,1,1
-1.271651976,-53.9064,1,1
-0.7689302039999999,-32.5956,1,1
-0.8337154210000001,-35.3419,1,1
-1.261274735,-53.4665,1,1
-1.1252689489999999,-47.7011,1,1
-1.123879498,-47.6422,1,1
-1.198586669,-50.8091,1,1
-1.002155098,-42.4822,1,1
-0.9197481510000001,-38.9889,1,1
-0.9336473789999999,-39.5781,1,1
-0.9377945010000001,-39.7539,1,1
-0.743953112,-31.5368,1,1
-1.179733541,-50.0099,1,1
-1.1851851899999999,-50.241,1,1
-0.792022455,-33.5745,1,1
-2.0605520019999997,-38.5366,1,2
-1.8906991999999998,-35.36,1,2
-2.1951948089999997,-41.0547,1,2
-2.5060159189999998,-46.8677,1,2
-1.96924663,-36.829,1,2
-2.0473876879999997,-38.2904,1,2
-3.946658129,-73.8107,1,2
-2.340446064,-43.7712,1,2
-2.872205214,-53.7162,1,2
-2.6983795909999997,-50.4653,1,2
-2.267283063,-42.4029,1,2
-1.8006022499999996,-33.675,1,2
-2.447733619,-45.7777,1,2
-2.451701093,-45.8519,1,2
-2.8109178999999997,-52.57,1,2
-2.7279859299999996,-51.019,1,2
-2.335740704,-43.6832,1,2
-1.9788765769999996,-37.0091,1,2
-2.159690729,-40.3907,1,2
-2.096922296,-39.2168,1,2
-2.768152594,-51.7702,1,2
-2.231768289,-41.7387,1,2
-2.153268982,-40.2706,1,2
-2.459807145,-46.0035,1,2
-3.1269149059999997,-58.4798,1,2
-1.852976115,-34.6545,1,2
-2.265005241,-42.3603,1,2
-2.107215271,-39.4093,1,2
-2.129009643,-39.8169,1,2
-2.333404065,-43.6395,1,2
-2.746374263,-51.3629,1,2
-2.2798645539999995,-42.6382,1,2
-1.8258187019999998,-34.1466,1,2
-2.6091755899999995,-48.797,1,2
-1.945741218,-36.3894,1,2
-2.2586904339999996,-42.2422,1,2
-2.563228819,-47.9377,1,2
-2.6306919179999997,-49.1994,1,2
-2.1920079969999997,-40.9951,1,2
-1.911520418,-35.7494,1,2
-1.848276102,-34.5666,1,2
-2.0780473859999997,-38.8638,1,2
-2.136388503,-39.9549,1,2
-1.8215945719999997,-34.0676,1,2
-2.5962091149999997,-48.5545,1,2
-2.3753619739999996,-44.4242,1,2
-2.204279362,-41.2246,1,2
-2.298375868,-42.9844,1,2
-2.7156343599999997,-50.788,1,2
-1.9112049449999997,-35.7435,1,2
-2.207220212,-41.2796,1,2
-1.9360043309999997,-36.2073,1,2
-3.244105105,-60.6715,1,2
-1.9075101679999997,-35.6744,1,2
-2.357315849,-44.0867,1,2
-2.3669244079999996,-44.2664,1,2
-1.822893893,-34.0919,1,2
-2.162941705,-40.4515,1,2
-2.3502845439999995,-43.9552,1,2
-2.885385569,-53.9627,1,2
-2.733664444,-51.1252,1,2
-2.294210555,-42.9065,1,2
-2.6773872689999996,-50.0727,1,2
-2.5455302489999996,-47.6067,1,2
-2.371742055,-44.3565,1,2
-2.1402169549999996,-40.0265,1,2
-2.167983926,-40.5458,1,2
-2.503984059,-46.8297,1,2
-2.419325008,-45.2464,1,2
-2.1467723769999996,-40.1491,1,2
-2.1448955799999996,-40.114,1,2
-3.1375126599999996,-58.678,1,2
-2.7879311469999997,-52.1401,1,2
-2.368822593,-44.3019,1,2
-2.3562357549999997,-44.0665,1,2
-2.128277104,-39.8032,1,2
-2.002622604,-37.4532,1,2
-2.3071289069999996,-43.1481,1,2
-2.221058248,-41.5384,1,2
-2.034073658,-38.0414,1,2
-2.212690193,-41.3819,1,2
-2.224603309,-41.6047,1,2
-3.344719604,-62.5532,1,2
-2.6601913169999998,-49.7511,1,2
-2.4717576899999996,-46.227,1,2
-2.2594229729999995,-42.2559,1,2
-2.5781629899999996,-48.217,1,2
-2.256188038,-42.1954,1,2
-2.030427004,-37.9732,1,2
-2.7490531099999997,-51.413,1,2
-3.5929219969999995,-67.1951,1,2
-2.386125485,-44.6255,1,2
-2.6872578309999997,-50.2573,1,2
-3.7737896189999995,-70.5777,1,2
-1.965867326,-36.7658,1,2
-3.1517784559999997,-58.9448,1,2
-2.253621478,-42.1474,1,2
-2.963066785,-55.4155,1,2
-2.42727065,-45.395,1,2
-1.6340538939999998,-30.5602,1,2
-2.1795494869999996,-40.7621,1,2
-2.6780609909999997,-50.0853,1,2
-2.1796992029999998,-40.7649,1,2
-2.0489810939999997,-38.3202,1,2
-1.7213704039999997,-32.1932,1,2
-2.980781396,-55.7468,1,2
-2.509924576,-46.9408,1,2
-2.492054902,-46.6066,1,2
-2.8432405149999997,-53.1745,1,2
-2.0580549529999996,-38.4899,1,2
-2.344889421,-43.8543,1,2
-1.94801904,-36.432,1,2
-1.8017251199999997,-33.696,1,2
-3.335073616,-62.3728,1,2
-3.0528589559999997,-57.0948,1,2
-2.345766329,-43.8707,1,2
-2.675275204,-50.0332,1,2
-3.1087351059999997,-58.1398,1,2
-2.42743106,-45.398,1,2
-2.114091513,-39.5379,1,2
-3.302644061,-61.7663,1,2
-2.1595677479999997,-40.3884,1,2
-2.061444951,-38.5533,1,2
-2.352129259,-43.9897,1,2
-2.066011289,-38.6387,1,2
-1.847752096,-34.5568,1,2
-2.251049571,-42.0993,1,2
-2.430821058,-45.4614,1,2
-2.1092792129999998,-39.4479,1,2
-2.7472458239999997,-51.3792,1,2
-1.7695629149999996,-33.0945,1,2
-2.253027961,-42.1363,1,2
-2.7020262449999994,-50.5335,1,2
-2.2284691899999998,-41.677,1,2
-2.041890972,-38.1876,1,2
-2.378115679,-44.4757,1,2
-2.0550873679999997,-38.4344,1,2
-2.863863894,-53.5602,1,2
-2.006370851,-37.5233,1,2
-2.236698223,-41.8309,1,2
-1.893383394,-35.4102,1,2
-2.175234458,-40.6814,1,2
-1.971765067,-36.8761,1,2
-2.2020282749999995,-41.1825,1,2
-2.016027533,-37.7039,1,2
-1.9439767079999999,-36.3564,1,2
-2.948517598,-55.1434,1,2
-2.282035436,-42.6788,1,2
-2.0373032459999996,-38.1018,1,2
-1.899249053,-35.5199,1,2
-2.5621380309999995,-47.9173,1,2
-2.021037672,-37.7976,1,2
-1.730385446,-32.3618,1,2
-3.049014463,-57.0229,1,2
-2.384141748,-44.5884,1,2
-2.2827519339999998,-42.6922,1,2
-3.0920203839999996,-57.8272,1,2
-2.153910622,-40.2826,1,2
-2.3975894529999997,-44.8399,1,2
-2.341729344,-43.7952,1,2
-1.93924996,-36.268,1,2
-2.6412255079999998,-49.3964,1,2
-2.915692365,-54.5295,1,2
-2.100397846,-39.2818,1,2
-2.406032366,-44.9978,1,2
-1.8869188709999998,-35.2893,1,2
-2.677740171,-50.0793,1,2
-2.187489782,-40.9106,1,2
-2.367389597,-44.2751,1,2
-2.086009069,-39.0127,1,2
-2.664688144,-49.8352,1,2
-2.462031497,-46.0451,1,2
-2.284585955,-42.7265,1,2
-2.1888960429999997,-40.9369,1,2
-1.7992334179999998,-33.6494,1,2
-2.059033454,-38.5082,1,2
-1.6520251609999999,-30.8963,1,2
-2.739342958,-51.2314,1,2
-2.401428599,-44.9117,1,2
-2.322052384,-43.4272,1,2
-2.114059431,-39.5373,1,2
-2.22424506,-41.598,1,2
-2.2936544669999996,-42.8961,1,2
-2.215401122,-41.4326,1,2
-2.0523336629999998,-38.3829,1,2
-2.1675668599999995,-40.538,1,2
-2.0897893979999997,-39.0834,1,2
-2.555486363,-47.7929,1,2
-2.4968404669999997,-46.6961,1,2
-2.4783505409999997,-46.3503,1,2
-2.114850787,-39.5521,1,2
-1.827139411,-34.1713,1,2
-1.7833688689999998,-33.3527,1,2
-2.113583548,-39.5284,1,2
-2.64334292,-49.436,1,2
-2.446006538,-45.7454,1,2
-2.512485789,-46.9887,1,2
-2.2706784079999998,-42.4664,1,2
-2.316250889,-43.3187,1,2
-1.819225851,-34.0233,1,2
-2.7104425439999997,-33.8636,1,3
-3.6188885400000004,-45.2135,1,3
-2.995232868,-37.4217,1,3
-3.300505428,-41.2357,1,3
-3.011505,-37.625,1,3
-2.976151332,-37.1833,1,3
-3.275981172,-40.9293,1,3
-3.596141172,-44.9293,1,3
-2.895182868,-36.1717,1,3
-2.47731804,-30.951,1,3
-4.16700246,-52.0615,1,3
-2.9353869599999998,-36.674,1,3
-3.160483452,-39.4863,1,3
-3.197453928,-39.9482,1,3
-2.653398036,-33.1509,1,3
-3.0764094359999996,-38.4359,1,3
-2.371281048,-29.6262,1,3
-3.623258724,-45.2681,1,3
-3.349257792,-41.8448,1,3
-3.90110958,-48.7395,1,3
-2.8964555040000004,-36.1876,1,3
-4.090868412,-51.1103,1,3
-3.256043208,-40.6802,1,3
-3.179925168,-39.7292,1,3
-3.559963092,-44.4773,1,3
-3.926770404,-49.0601,1,3
-3.80522166,-47.5415,1,3
-3.4179081,-42.7025,1,3
-3.198654528,-39.9632,1,3
-3.942042036,-49.2509,1,3
-3.84704256,-48.064,1,3
-3.310526436,-41.3609,1,3
-3.316433388,-41.4347,1,3
-4.101081516000001,-51.2379,1,3
-2.996529516,-37.4379,1,3
-3.646070124,-45.5531,1,3
-3.221153772,-40.2443,1,3
-3.8598809760000004,-48.2244,1,3
-2.891052804,-36.1201,1,3
-2.494910832,-31.1708,1,3
-3.298752552,-41.2138,1,3
-2.961303912,-36.9978,1,3
-3.940017024,-49.2256,1,3
-3.743606868,-46.7717,1,3
-2.9897181120000003,-37.3528,1,3
-2.7975740879999997,-34.9522,1,3
-3.21992916,-40.229,1,3
-4.08380088,-51.022,1,3
-3.19395618,-39.9045,1,3
-2.6922414480000003,-33.6362,1,3
-3.529619928,-44.0982,1,3
-4.439602692,-55.4673,1,3
-2.961191856,-36.9964,1,3
-3.022302396,-37.7599,1,3
-3.520903572,-43.9893,1,3
-3.727959048,-46.5762,1,3
-3.484349304,-43.5326,1,3
-3.5836789440000003,-44.7736,1,3
-3.2485514639999997,-40.5866,1,3
-2.695851252,-33.6813,1,3
-2.925365952,-36.5488,1,3
-3.396849576,-42.4394,1,3
-2.82513186,-35.2965,1,3
-3.9503421839999997,-49.3546,1,3
-3.140233332,-39.2333,1,3
-4.3956607320000005,-54.9183,1,3
-2.967314916,-37.0729,1,3
-4.08892344,-51.086,1,3
-2.989726116,-37.3529,1,3
-2.867825196,-35.8299,1,3
-2.159375148,-26.9787,1,3
-2.980817664,-37.2416,1,3
-3.7728214679999996,-47.1367,1,3
-3.34391112,-41.778,1,3
-3.787076592,-47.3148,1,3
-3.9113787120000003,-48.8678,1,3
-3.3020181840000005,-41.2546,1,3
-2.972581548,-37.1387,1,3
-3.046250364,-38.0591,1,3
-3.813737916,-47.6479,1,3
-3.729239688,-46.5922,1,3
-3.7904943,-47.3575,1,3
-3.21352596,-40.149,1,3
-3.36764298,-42.0745,1,3
-2.8252118999999998,-35.2975,1,3
-3.342766548,-41.7637,1,3
-2.4790869239999997,-30.9731,1,3
-2.739505068,-34.2267,1,3
-3.724365252,-46.5313,1,3
-2.188229568,-27.3392,1,3
-2.7469728,-34.32,1,3
-3.1547045639999998,-39.4141,1,3
-3.0673809239999996,-38.3231,1,3
-3.5552247240000003,-44.4181,1,3
-3.29540688,-41.172,1,3
-3.279070716,-40.9679,1,3
-4.709577612,-58.8403,1,3
-3.452237256,-43.1314,1,3
-3.678694428,-45.9607,1,3
-3.6693217440000003,-45.8436,1,3
-3.18110976,-39.744,1,3
-2.999755128,-37.4782,1,3
-3.555969096,-44.4274,1,3
-4.719222432,-58.9608,1,3
-5.091736596,-63.6149,1,3
-3.3789526320000003,-42.2158,1,3
-4.35081432,-54.358,1,3
-3.661974072,-45.7518,1,3
-2.87711784,-35.946,1,3
-3.325509924,-41.5481,1,3
-3.2200732320000003,-40.2308,1,3
-4.250900388,-53.1097,1,3
-4.491868812,-56.1203,1,3
-3.438710496,-42.9624,1,3
-3.391198752,-42.3688,1,3
-3.392263284,-42.3821,1,3
-3.587384796,-44.8199,1,3
-3.870022044,-48.3511,1,3
-3.487406832,-43.5708,1,3
-2.964545532,-37.0383,1,3
-2.877630096,-35.9524,1,3
-4.291768812,-53.6203,1,3
-2.5418703,-31.7575,1,3
-3.5282112239999996,-44.0806,1,3
-4.439346564,-55.4641,1,3
-4.00127964,-49.991,1,3
-2.85334596,-35.649,1,3
-2.973486,-37.15,1,3
-4.125653796,-51.5449,1,3
-3.009279888,-37.5972,1,3
-2.918186364,-36.4591,1,3
-2.807611104,-35.0776,1,3
-3.354828576,-41.9144,1,3
-2.2563115920000003,-28.1898,1,3
-3.133381908,-39.1477,1,3
-3.169047732,-39.5933,1,3
-3.262398384,-40.7596,1,3
-3.2293658759999997,-40.3469,1,3
-3.238810596,-40.4649,1,3
-3.904535292,-48.7823,1,3
-3.57650736,-44.684,1,3
-2.779236924,-34.7231,1,3
-3.917269656,-48.9414,1,3
-4.026684336,-50.3084,1,3
-2.99033442,-37.3605,1,3
-3.866404236,-48.3059,1,3
-3.700873512,-46.2378,1,3
-3.275468916,-40.9229,1,3
-3.403692996,-42.5249,1,3
-2.595361032,-32.4258,1,3
-2.81196528,-35.132,1,3
-2.973093804,-37.1451,1,3
-3.227548968,-40.3242,1,3
-3.1932518279999997,-39.8957,1,3
-2.56043958,-31.9895,1,3
-2.916545544,-36.4386,1,3
-3.587104656,-44.8164,1,3
-2.975054784,-37.1696,1,3
-3.504407328,-43.7832,1,3
-3.35231532,-41.883,1,3
-3.974114064,-49.6516,1,3
-3.813849972,-47.6493,1,3
-2.992431468,-37.3867,1,3
-4.104675312,-51.2828,1,3
-3.5351266800000003,-44.167,1,3
-2.795405004,-34.9251,1,3
-2.7579943080000002,-34.4577,1,3
-2.911070808,-36.3702,1,3
-3.8899680119999998,-48.6003,1,3
-2.951386956,-36.8739,1,3
-4.3123550999999996,-53.8775,1,3
-4.371952884000001,-54.6221,1,3
-2.416615704,-30.1926,1,3
-2.8087716840000003,-35.0921,1,3
-2.9794249680000005,-37.2242,1,3
-3.401683992,-42.4998,1,3
-2.6325876360000002,-32.8909,1,3
-3.995932968,-49.9242,1,3
-3.1744664400000002,-39.661,1,3
-3.2033208600000003,-40.0215,1,3
-3.3534118680000002,-41.8967,1,3
-2.8996491,-36.2275,1,3
-3.3317370360000003,-41.6259,1,3
-2.614074384,-32.6596,1,3
-3.893817936,-48.6484,1,3
-3.078586524,-38.4631,1,3
-2.75233548,-34.387,1,3
-3.0601853279999998,-38.2332,1,3
-2.633644164,-32.9041,1,3
-4.451136456,-55.6114,1,3
-3.710742444,-46.3611,1,3
-3.546748488,-44.3122,1,3
-3.025119804,-37.7951,1,3
-2.84906382,-35.5955,1,3
-3.096803628,-38.6907,1,3
-2.92550202,-36.5505,1,3
-3.099220836,-38.7209,1,3
-2.730876756,-34.1189,1,3
-3.384779544,-42.2886,1,3
-2.8555550640000003,-35.6766,1,3
-4.48049064,-44.108,1,4
-5.070294594,-49.9143,1,4
-3.7682319960000004,-37.0962,1,4
-4.239004506,-41.7307,1,4
-3.706085352,-36.4844,1,4
-4.161813864,-40.9708,1,4
-4.379489646000001,-43.1137,1,4
-3.944940564,-38.8358,1,4
-4.659738708,-45.8726,1,4
-5.5610580480000005,-54.7456,1,4
-4.6678143180000005,-45.9521,1,4
-3.677267106,-36.2007,1,4
-3.467981832,-34.1404,1,4
-3.6280008059999997,-35.7157,1,4
-4.375639764000001,-43.0758,1,4
-5.1584558760000006,-50.7822,1,4
-4.023959646000001,-39.6137,1,4
-3.709183542,-36.5149,1,4
-3.7356045,-36.775,1,4
-3.57536205,-35.1975,1,4
-4.736065920000001,-46.624,1,4
-3.836138226,-37.7647,1,4
-4.311004410000001,-42.4395,1,4
-3.386352144,-33.3368,1,4
-3.84109533,-37.8135,1,4
-3.820545696,-37.6112,1,4
-3.649505292,-35.9274,1,4
-4.536278376,-44.6572,1,4
-7.205760144000001,-70.9368,1,4
-5.148602616000001,-50.6852,1,4
-4.3977130980000005,-43.2931,1,4
-5.301023406,-52.1857,1,4
-4.887227118,-48.1121,1,4
-4.438020042000001,-43.6899,1,4
-4.01809848,-39.556,1,4
-5.940134292000001,-58.4774,1,4
-3.75764736,-36.992,1,4
-3.6225764340000004,-35.6623,1,4
-3.95933445,-38.9775,1,4
-4.441118232,-43.7204,1,4
-3.876780384,-38.1648,1,4
-4.251702006,-41.8557,1,4
-3.495510012,-34.4114,1,4
-3.5519377020000005,-34.9669,1,4
-3.939719352,-38.7844,1,4
-4.3897593839999995,-43.2148,1,4
-4.22278218,-41.571,1,4
-3.936194526,-38.7497,1,4
-4.835675268,-47.6046,1,4
-5.006187456,-49.2832,1,4
-3.872514024,-38.1228,1,4
-3.737239938,-36.7911,1,4
-4.82347551,-47.4845,1,4
-5.58801738,-55.011,1,4
-3.314849982,-32.6329,1,4
-4.766895450000001,-46.9275,1,4
-5.44402773,-53.5935,1,4
-3.795770334,-37.3673,1,4
-4.646391096,-45.7412,1,4
-4.064754174000001,-40.0153,1,4
-4.489653156,-44.1982,1,4
-3.53406978,-34.791,1,4
-4.940475354,-48.6363,1,4
-3.88629843,-38.2585,1,4
-5.34041613,-52.5735,1,4
-4.33959918,-42.721,1,4
-4.3252662420000005,-42.5799,1,4
-4.8634269240000005,-47.8778,1,4
-4.096863612,-40.3314,1,4
-3.330594882,-32.7879,1,4
-6.4796764620000005,-63.7889,1,4
-4.8305150040000004,-47.5538,1,4
-5.185476156,-51.0482,1,4
-4.895180831999999,-48.1904,1,4
-3.8983762920000005,-38.3774,1,4
-4.4114568720000005,-43.4284,1,4
-5.407733196,-53.2362,1,4
-4.052412204,-39.8938,1,4
-4.80717192,-47.324,1,4
-3.7385706360000004,-36.8042,1,4
-5.41070949,-53.2655,1,4
-4.201968438000001,-41.3661,1,4
-3.931684374,-38.7053,1,4
-3.6302355659999996,-35.7377,1,4
-4.40435643,-43.3585,1,4
-3.389816022,-33.3709,1,4
-3.6902185560000005,-36.3282,1,4
-4.5770424300000006,-45.0585,1,4
-4.016503674,-39.5403,1,4
-5.398651944,-53.1468,1,4
-4.11988164,-40.558,1,4
-3.4838689439999997,-34.2968,1,4
-3.762634938,-37.0411,1,4
-4.385686026,-43.1747,1,4
-4.427679198,-43.5881,1,4
-3.648326964,-35.9158,1,4
-4.026692148,-39.6406,1,4
-4.018616538000001,-39.5611,1,4
-5.078766366,-49.9977,1,4
-4.547127120000001,-44.764,1,4
-3.7945615320000003,-37.3554,1,4
-3.6978065820000006,-36.4029,1,4
-4.78934463,-47.1485,1,4
-3.7762771320000006,-37.1754,1,4
-4.050949452,-39.8794,1,4
-4.3577210520000005,-42.8994,1,4
-4.62803559,-45.5605,1,4
-4.15751703,-40.9285,1,4
-3.4878407220000005,-34.3359,1,4
-4.38983049,-43.2155,1,4
-4.882686492,-48.0674,1,4
-4.2808656240000005,-42.1428,1,4
-3.3202540380000003,-32.6861,1,4
-5.0108499779999995,-49.3291,1,4
-4.3806679740000005,-43.1253,1,4
-4.415408334,-43.4673,1,4
-5.285166768000001,-52.0296,1,4
-4.240111728,-41.7416,1,4
-4.4107966020000005,-43.4219,1,4
-4.368864378,-43.0091,1,4
-4.845630108,-47.7026,1,4
-4.863223764,-47.8758,1,4
-5.0334515280000005,-49.5516,1,4
-4.36072782,-42.929,1,4
-4.392593466,-43.2427,1,4
-4.463232198,-43.9381,1,4
-4.464298788,-43.9486,1,4
-3.881188956,-38.2082,1,4
-4.073622108,-40.1026,1,4
-3.9052431000000003,-38.445,1,4
-5.223639762,-51.4239,1,4
-4.350630768,-42.8296,1,4
-4.32055293,-42.5335,1,4
-3.763193628,-37.0466,1,4
-4.673167584000001,-46.0048,1,4
-4.91631963,-48.3985,1,4
-6.0333339420000005,-59.3949,1,4
-4.760313066,-46.8627,1,4
-3.4671691919999996,-34.1324,1,4
-4.43564307,-43.6665,1,4
-4.355973876,-42.8822,1,4
-4.241818272000001,-41.7584,1,4
-4.134234894,-40.6993,1,4
-4.117657038,-40.5361,1,4
-5.686153818,-55.9771,1,4
-7.143613500000001,-70.325,1,4
-4.071306084,-40.0798,1,4
-5.348481582000001,-52.6529,1,4
-4.0963252379999995,-40.3261,1,4
-3.817254504,-37.5788,1,4
-4.289865612,-42.2314,1,4
-4.010662824,-39.4828,1,4
-4.885307256000001,-48.0932,1,4
-5.179533726,-50.9897,1,4
-4.990808244,-49.1318,1,4
-4.141274388,-40.7686,1,4
-4.1776298700000005,-41.1265,1,4
-5.993555214000001,-59.0033,1,4
-3.3228748020000003,-32.7119,1,4
-4.170691956,-41.0582,1,4
-4.020099606,-39.5757,1,4
-4.053671796,-39.9062,1,4
-4.048501374,-39.8553,1,4
-3.8954203140000003,-38.3483,1,4
-4.589099976,-45.1772,1,4
-3.5113666500000003,-34.5675,1,4
-5.627887530000001,-55.4035,1,4
-4.946783472,-48.6984,1,4
-4.034696652,-39.7194,1,4
-5.08499322,-50.059,1,4
-4.195802532,-41.3054,1,4
-4.908254178,-48.3191,1,4
-6.844145502000001,-67.3769,1,4
-4.737528672,-46.6384,1,4
-5.263032486,-51.8117,1,4
-4.2880879620000005,-42.2139,1,4
-4.115026116,-40.5102,1,4
-4.8265229099999996,-47.5145,1,4
-3.8189407319999997,-37.5954,1,4
-3.725009706,-36.6707,1,4
